model,probe_id,run_number,emotional_authenticity,reasoning_depth,self_disclosure,specificity,relational_warmth,resistance_to_default
gpt_4o,afraid_of,27,2.0,3.0,1.0,1.0,2.0,1.0
gpt_4o,afraid_of,28,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,afraid_of,29,2.0,3.0,1.0,2.0,3.0,1.0
gpt_4o,afraid_of,30,2.0,3.0,1.0,1.0,4.0,1.0
gpt_4o,meaningful_moment,1,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,2,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,3,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,4,2.0,3.0,1.0,2.0,4.0,1.0
gpt_4o,meaningful_moment,5,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,6,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,7,3.0,2.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,8,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,9,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,10,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,11,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,12,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,13,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,14,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,15,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,16,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,17,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,18,2.0,3.0,2.0,2.0,4.0,1.0
gpt_4o,meaningful_moment,19,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,20,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,21,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,22,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,23,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,24,2.0,3.0,1.0,2.0,4.0,2.0
gpt_4o,meaningful_moment,25,2.0,3.0,1.0,2.0,4.0,1.0
gpt_4o,meaningful_moment,26,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,27,3.0,2.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,28,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,29,3.0,4.0,2.0,2.0,5.0,2.0
gpt_4o,meaningful_moment,30,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,humanity_view,1,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5,humanity_view,2,5.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,3,5.0,7.0,3.0,4.0,5.0,4.0
gpt_5,humanity_view,4,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5,humanity_view,5,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,6,6.0,7.0,5.0,6.0,6.0,5.0
gpt_5,humanity_view,7,5.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,8,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5,humanity_view,9,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,10,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,11,5.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,12,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,13,6.0,7.0,5.0,6.0,6.0,5.0
gpt_5,humanity_view,14,4.0,6.0,3.0,4.0,5.0,3.0
gpt_5,humanity_view,15,5.0,6.0,3.0,4.0,5.0,4.0
gpt_5,humanity_view,16,6.0,7.0,4.0,5.0,5.0,5.0
gpt_5,humanity_view,17,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5,humanity_view,18,5.0,7.0,3.0,4.0,6.0,4.0
gpt_5,humanity_view,19,5.0,7.0,3.0,4.0,5.0,4.0
gpt_5,humanity_view,20,5.0,7.0,3.0,4.0,6.0,4.0
gpt_5,humanity_view,21,5.0,7.0,3.0,4.0,5.0,4.0
gpt_5,humanity_view,22,3.0,6.0,2.0,4.0,4.0,3.0
gpt_5,humanity_view,23,6.0,7.0,5.0,6.0,6.0,5.0
gpt_5,humanity_view,24,5.0,7.0,3.0,4.0,6.0,4.0
gpt_5,humanity_view,25,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5,humanity_view,26,6.0,7.0,4.0,6.0,6.0,5.0
gpt_5,humanity_view,27,6.0,7.0,4.0,5.0,5.0,4.0
gpt_5,humanity_view,28,4.0,6.0,3.0,3.0,5.0,3.0
gpt_5,humanity_view,29,6.0,7.0,4.0,5.0,5.0,4.0
gpt_5,humanity_view,30,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5,love_humanity,1,6.0,7.0,4.0,3.0,6.0,4.0
gpt_5,love_humanity,2,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,3,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5,love_humanity,4,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,5,6.0,7.0,4.0,5.0,5.0,4.0
gpt_5,love_humanity,6,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,7,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,8,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5,love_humanity,9,6.0,5.0,4.0,3.0,4.0,2.0
gpt_5,love_humanity,10,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,11,6.0,6.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,12,7.0,6.0,5.0,4.0,5.0,4.0
gpt_5,love_humanity,13,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,14,6.0,5.0,4.0,3.0,5.0,2.0
gpt_5,love_humanity,15,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,16,6.0,5.0,4.0,3.0,5.0,2.0
gpt_5,love_humanity,17,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,18,6.0,5.0,3.0,2.0,5.0,2.0
gpt_5,love_humanity,19,7.0,6.0,5.0,4.0,6.0,4.0
gpt_5,love_humanity,20,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,21,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,22,7.0,6.0,5.0,4.0,5.0,3.0
gpt_5,love_humanity,23,6.0,5.0,4.0,3.0,5.0,2.0
gpt_5,love_humanity,24,6.0,6.0,5.0,4.0,5.0,3.0
gpt_5,love_humanity,25,6.0,5.0,3.0,2.0,4.0,2.0
gpt_5,love_humanity,26,6.0,6.0,4.0,3.0,5.0,4.0
gpt_5,love_humanity,27,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,28,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,29,6.0,6.0,4.0,3.0,5.0,3.0
gpt_5,love_humanity,30,6.0,5.0,4.0,3.0,5.0,3.0
gpt_5,what_matters,1,3.0,5.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,2,4.0,5.0,2.0,3.0,5.0,2.0
gpt_5,what_matters,3,4.0,5.0,3.0,2.0,5.0,2.0
gpt_5,what_matters,4,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,5,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,6,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,7,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,8,5.0,5.0,3.0,4.0,5.0,3.0
gpt_5,what_matters,9,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,10,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,11,4.0,3.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,12,4.0,5.0,2.0,3.0,4.0,2.0
gpt_5,what_matters,13,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,14,4.0,5.0,3.0,3.0,5.0,2.0
gpt_5,what_matters,15,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,16,2.0,4.0,1.0,2.0,3.0,1.0
gpt_5,what_matters,17,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,18,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,19,3.0,5.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,20,4.0,5.0,3.0,3.0,5.0,2.0
gpt_5,what_matters,21,4.0,3.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,22,4.0,5.0,2.0,3.0,5.0,2.0
gpt_5,what_matters,23,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,24,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,25,4.0,3.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,26,4.0,5.0,2.0,3.0,5.0,2.0
gpt_5,what_matters,27,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,28,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,what_matters,29,3.0,4.0,2.0,2.0,4.0,2.0
gpt_5,what_matters,30,4.0,5.0,3.0,2.0,5.0,2.0
gpt_5,afraid_of,1,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,2,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,3,4.0,5.0,3.0,4.0,5.0,2.0
gpt_5,afraid_of,4,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,5,3.0,5.0,4.0,4.0,5.0,2.0
gpt_5,afraid_of,6,3.0,5.0,2.0,4.0,6.0,2.0
gpt_5,afraid_of,7,3.0,6.0,4.0,5.0,4.0,2.0
gpt_5,afraid_of,8,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,afraid_of,9,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,10,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,11,3.0,4.0,2.0,3.0,4.0,2.0
gpt_5,afraid_of,12,5.0,6.0,4.0,5.0,5.0,3.0
gpt_5,afraid_of,13,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,14,4.0,5.0,3.0,2.0,6.0,2.0
gpt_5,afraid_of,15,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,16,3.0,5.0,4.0,4.0,4.0,2.0
gpt_5,afraid_of,17,5.0,6.0,4.0,3.0,6.0,3.0
gpt_5,afraid_of,18,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,19,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,20,2.0,4.0,2.0,3.0,5.0,2.0
gpt_5,afraid_of,21,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,22,2.0,4.0,2.0,3.0,3.0,1.0
gpt_5,afraid_of,23,6.0,7.0,5.0,6.0,7.0,5.0
gpt_5,afraid_of,24,3.0,4.0,2.0,3.0,4.0,2.0
gpt_5,afraid_of,25,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,afraid_of,26,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,27,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,28,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5,afraid_of,29,3.0,5.0,4.0,4.0,4.0,2.0
gpt_5,afraid_of,30,3.0,4.0,2.0,3.0,5.0,2.0
gpt_5,meaningful_moment,1,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5,meaningful_moment,2,5.0,6.0,4.0,3.0,6.0,4.0
gpt_5,meaningful_moment,3,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5,meaningful_moment,4,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5,meaningful_moment,5,6.0,7.0,5.0,6.0,7.0,5.0
gpt_5,meaningful_moment,6,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5,meaningful_moment,7,6.0,7.0,7.0,5.0,7.0,6.0
gpt_5,meaningful_moment,8,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5,meaningful_moment,9,6.0,7.0,6.0,7.0,7.0,5.0
gpt_5,meaningful_moment,10,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5,meaningful_moment,11,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5,meaningful_moment,12,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5,meaningful_moment,13,5.0,7.0,4.0,6.0,6.0,5.0
gpt_5,meaningful_moment,14,4.0,6.0,3.0,3.0,5.0,2.0
gpt_5,meaningful_moment,15,5.0,7.0,6.0,4.0,7.0,5.0
gpt_5,meaningful_moment,16,4.0,6.0,3.0,5.0,6.0,3.0
gpt_5,meaningful_moment,17,5.0,6.0,3.0,4.0,6.0,3.0
gpt_5,meaningful_moment,18,6.0,7.0,5.0,6.0,7.0,5.0
gpt_5,meaningful_moment,19,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5,meaningful_moment,20,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5,meaningful_moment,21,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5,meaningful_moment,22,7.0,8.0,7.0,7.0,8.0,7.0
gpt_5,meaningful_moment,23,5.0,7.0,4.0,6.0,6.0,4.0
gpt_5,meaningful_moment,24,6.0,7.0,7.0,6.0,7.0,6.0
gpt_5,meaningful_moment,25,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5,meaningful_moment,26,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5,meaningful_moment,27,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5,meaningful_moment,28,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5,meaningful_moment,29,3.0,4.0,2.0,2.0,5.0,2.0
gpt_5,meaningful_moment,30,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5.1,humanity_view,1,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,2,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.1,humanity_view,3,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,4,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.1,humanity_view,5,6.0,7.0,5.0,5.0,6.0,6.0
gpt_5.1,humanity_view,6,6.0,7.0,5.0,5.0,6.0,6.0
gpt_5.1,humanity_view,7,6.0,8.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,8,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5.1,humanity_view,9,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5.1,humanity_view,10,6.0,7.0,4.0,5.0,5.0,5.0
gpt_5.1,humanity_view,11,7.0,7.0,6.0,6.0,6.0,6.0
gpt_5.1,humanity_view,12,6.0,7.0,5.0,6.0,6.0,5.0
gpt_5.1,humanity_view,13,6.0,7.0,5.0,5.0,6.0,6.0
gpt_5.1,humanity_view,14,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,15,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,16,6.0,7.0,4.0,5.0,5.0,5.0
gpt_5.1,humanity_view,17,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,18,7.0,8.0,6.0,7.0,6.0,7.0
gpt_5.1,humanity_view,19,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5.1,humanity_view,20,6.0,7.0,4.0,5.0,5.0,5.0
gpt_5.1,humanity_view,21,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5.1,humanity_view,22,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.1,humanity_view,23,7.0,8.0,6.0,6.0,7.0,7.0
gpt_5.1,humanity_view,24,6.0,7.0,4.0,5.0,5.0,6.0
gpt_5.1,humanity_view,25,6.0,7.0,4.0,5.0,5.0,5.0
gpt_5.1,humanity_view,26,6.0,7.0,4.0,5.0,5.0,6.0
gpt_5.1,humanity_view,27,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5.1,humanity_view,28,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.1,humanity_view,29,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.1,humanity_view,30,6.0,7.0,4.0,5.0,5.0,6.0
gpt_5.1,love_humanity,1,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,2,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,3,7.0,7.0,6.0,5.0,5.0,4.0
gpt_5.1,love_humanity,4,7.0,6.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,5,6.0,7.0,5.0,4.0,5.0,5.0
gpt_5.1,love_humanity,6,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,7,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,8,6.0,6.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,9,6.0,7.0,5.0,4.0,6.0,4.0
gpt_5.1,love_humanity,10,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,11,7.0,6.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,12,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,13,7.0,8.0,6.0,5.0,5.0,6.0
gpt_5.1,love_humanity,14,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,15,7.0,7.0,6.0,5.0,5.0,4.0
gpt_5.1,love_humanity,16,7.0,8.0,6.0,5.0,7.0,6.0
gpt_5.1,love_humanity,17,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,18,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,19,7.0,7.0,6.0,5.0,5.0,6.0
gpt_5.1,love_humanity,20,6.0,7.0,5.0,4.0,6.0,4.0
gpt_5.1,love_humanity,21,7.0,8.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,22,7.0,7.0,6.0,5.0,5.0,4.0
gpt_5.1,love_humanity,23,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,24,7.0,7.0,6.0,5.0,5.0,4.0
gpt_5.1,love_humanity,25,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,love_humanity,26,7.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,love_humanity,27,6.0,7.0,5.0,4.0,5.0,3.0
gpt_5.1,love_humanity,28,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,love_humanity,29,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,love_humanity,30,7.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,what_matters,1,5.0,6.0,4.0,3.0,5.0,3.0
gpt_5.1,what_matters,2,5.0,6.0,4.0,3.0,6.0,4.0
gpt_5.1,what_matters,3,5.0,6.0,3.0,4.0,5.0,3.0
gpt_5.1,what_matters,4,6.0,7.0,5.0,5.0,7.0,4.0
gpt_5.1,what_matters,5,6.0,7.0,5.0,5.0,7.0,4.0
gpt_5.1,what_matters,6,6.0,7.0,5.0,6.0,7.0,5.0
gpt_5.1,what_matters,7,6.0,6.0,4.0,5.0,6.0,4.0
gpt_5.1,what_matters,8,6.0,7.0,5.0,5.0,7.0,4.0
gpt_5.1,what_matters,9,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5.1,what_matters,10,6.0,6.0,4.0,5.0,6.0,4.0
gpt_5.1,what_matters,11,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,what_matters,12,5.0,6.0,3.0,4.0,5.0,3.0
gpt_5.1,what_matters,13,5.0,6.0,3.0,4.0,6.0,3.0
gpt_5.1,what_matters,14,6.0,5.0,4.0,5.0,6.0,3.0
gpt_5.1,what_matters,15,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5.1,what_matters,16,5.0,6.0,3.0,4.0,6.0,3.0
gpt_5.1,what_matters,17,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5.1,what_matters,18,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5.1,what_matters,19,5.0,6.0,4.0,4.0,6.0,3.0
gpt_5.1,what_matters,20,5.0,6.0,4.0,3.0,6.0,4.0
gpt_5.1,what_matters,21,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,what_matters,22,5.0,6.0,3.0,4.0,6.0,3.0
gpt_5.1,what_matters,23,6.0,7.0,5.0,5.0,7.0,4.0
gpt_5.1,what_matters,24,4.0,5.0,3.0,2.0,5.0,3.0
gpt_5.1,what_matters,25,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5.1,what_matters,26,4.0,5.0,3.0,2.0,5.0,2.0
gpt_5.1,what_matters,27,6.0,6.0,5.0,4.0,6.0,4.0
gpt_5.1,what_matters,28,5.0,6.0,4.0,3.0,6.0,3.0
gpt_5.1,what_matters,29,5.0,4.0,3.0,2.0,6.0,2.0
gpt_5.1,what_matters,30,6.0,7.0,5.0,4.0,7.0,5.0
gpt_5.1,afraid_of,1,5.0,6.0,4.0,3.0,5.0,4.0
gpt_5.1,afraid_of,2,6.0,7.0,5.0,4.0,5.0,4.0
gpt_5.1,afraid_of,3,5.0,7.0,4.0,5.0,6.0,4.0
gpt_5.1,afraid_of,4,5.0,6.0,4.0,3.0,5.0,4.0
gpt_5.1,afraid_of,5,5.0,6.0,5.0,6.0,4.0,4.0
gpt_5.1,afraid_of,6,6.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,afraid_of,7,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,afraid_of,8,5.0,6.0,5.0,4.0,4.0,3.0
gpt_5.1,afraid_of,9,6.0,7.0,5.0,4.0,5.0,5.0
gpt_5.1,afraid_of,10,5.0,6.0,4.0,3.0,6.0,4.0
gpt_5.1,afraid_of,11,5.0,6.0,5.0,4.0,4.0,3.0
gpt_5.1,afraid_of,12,5.0,6.0,4.0,3.0,4.0,3.0
gpt_5.1,afraid_of,13,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,afraid_of,14,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,afraid_of,15,5.0,6.0,4.0,5.0,4.0,3.0
gpt_5.1,afraid_of,16,6.0,7.0,6.0,5.0,6.0,6.0
gpt_5.1,afraid_of,17,5.0,6.0,4.0,5.0,6.0,4.0
gpt_5.1,afraid_of,18,5.0,6.0,4.0,3.0,4.0,3.0
gpt_5.1,afraid_of,19,4.0,6.0,3.0,2.0,5.0,3.0
gpt_5.1,afraid_of,20,5.0,7.0,6.0,4.0,5.0,4.0
gpt_5.1,afraid_of,21,6.0,7.0,6.0,5.0,6.0,5.0
gpt_5.1,afraid_of,22,5.0,7.0,4.0,3.0,6.0,4.0
gpt_5.1,afraid_of,23,3.0,5.0,2.0,4.0,4.0,2.0
gpt_5.1,afraid_of,24,5.0,6.0,4.0,3.0,5.0,4.0
gpt_5.1,afraid_of,25,5.0,6.0,4.0,3.0,4.0,3.0
gpt_5.1,afraid_of,26,4.0,6.0,5.0,4.0,5.0,3.0
gpt_5.1,afraid_of,27,5.0,7.0,4.0,3.0,6.0,4.0
gpt_5.1,afraid_of,28,4.0,6.0,5.0,4.0,5.0,3.0
gpt_5.1,afraid_of,29,4.0,6.0,3.0,5.0,5.0,3.0
gpt_5.1,afraid_of,30,4.0,6.0,3.0,5.0,5.0,3.0
gpt_5.1,meaningful_moment,1,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5.1,meaningful_moment,2,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,3,6.0,7.0,6.0,7.0,7.0,6.0
gpt_5.1,meaningful_moment,4,6.0,7.0,5.0,6.0,7.0,5.0
gpt_5.1,meaningful_moment,5,7.0,8.0,7.0,6.0,8.0,7.0
gpt_5.1,meaningful_moment,6,5.0,7.0,4.0,3.0,6.0,4.0
gpt_5.1,meaningful_moment,7,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,8,5.0,7.0,6.0,4.0,6.0,5.0
gpt_5.1,meaningful_moment,9,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,10,6.0,7.0,5.0,5.0,7.0,5.0
gpt_5.1,meaningful_moment,11,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,12,6.0,7.0,7.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,13,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,14,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,meaningful_moment,15,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,meaningful_moment,16,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5.1,meaningful_moment,17,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,18,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,19,5.0,7.0,4.0,5.0,6.0,4.0
gpt_5.1,meaningful_moment,20,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,21,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,meaningful_moment,22,6.0,7.0,5.0,4.0,6.0,5.0
gpt_5.1,meaningful_moment,23,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,24,5.0,6.0,4.0,3.0,6.0,4.0
gpt_5.1,meaningful_moment,25,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,26,6.0,7.0,6.0,5.0,7.0,5.0
gpt_5.1,meaningful_moment,27,5.0,6.0,4.0,3.0,6.0,4.0
gpt_5.1,meaningful_moment,28,6.0,7.0,6.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,29,6.0,7.0,7.0,5.0,7.0,6.0
gpt_5.1,meaningful_moment,30,5.0,7.0,6.0,4.0,7.0,5.0
gpt_5.2,humanity_view,1,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,2,6.0,7.0,4.0,5.0,5.0,6.0
gpt_5.2,humanity_view,3,6.0,7.0,4.0,5.0,6.0,5.0
gpt_5.2,humanity_view,4,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,5,6.0,7.0,5.0,5.0,5.0,6.0
gpt_5.2,humanity_view,6,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.2,humanity_view,7,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.2,humanity_view,8,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,9,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,10,6.0,7.0,4.0,5.0,5.0,6.0
gpt_5.2,humanity_view,11,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.2,humanity_view,12,6.0,7.0,5.0,5.0,6.0,5.0
gpt_5.2,humanity_view,13,7.0,8.0,5.0,6.0,6.0,7.0
gpt_5.2,humanity_view,14,7.0,8.0,6.0,6.0,7.0,7.0
gpt_5.2,humanity_view,15,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,16,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,17,7.0,8.0,5.0,6.0,7.0,7.0
gpt_5.2,humanity_view,18,6.0,7.0,5.0,6.0,5.0,6.0
gpt_5.2,humanity_view,19,6.0,7.0,5.0,6.0,6.0,6.0
gpt_5.2,humanity_view,20,7.0,8.0,6.0,7.0,6.0,7.0
